id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
10,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",35862,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133517187,1699133517196,9,2,198,1699133517187,1699133517187,0,1,85,1699133517196,1699133517196,0,1,113,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
11,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",53931,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133517187,1699133517200,13,2,186,1699133517187,1699133517187,0,1,85,1699133517200,1699133517200,0,1,101,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
12,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",59880,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133517188,1699133517205,17,2,243,1699133517188,1699133517188,0,1,85,1699133517205,1699133517205,0,1,158,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
13,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",55978,"2a03:2880:f252:cb:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133517206,1699133519418,2212,3114,3531799,1699133517206,1699133519413,2207,355,44047,1699133517216,1699133519418,2202,2759,3487752,"QUIC.Instagram","SocialNetwork",0,6,"scontent.cdninstagram.com","b8364a99b4c600a8a140f1b087e58a90","","",""
14,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",32916,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133518246,1699133518264,18,2,210,1699133518246,1699133518246,0,1,91,1699133518264,1699133518264,0,1,119,"DNS.Instagram","Network",0,6,"instagram.fopo4-2.fna.fbcdn.net","","","",""
15,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",58038,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133518246,1699133518281,35,2,265,1699133518246,1699133518246,0,1,91,1699133518281,1699133518281,0,1,174,"DNS.Instagram","Network",0,6,"instagram.fopo4-2.fna.fbcdn.net","","","",""
16,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",42116,"2001:8a0:210b:e:face:b00c:3333:a3f","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133518281,1699133518332,51,83,53383,1699133518281,1699133518332,51,34,6685,1699133518289,1699133518331,42,49,46698,"QUIC.Instagram","SocialNetwork",0,6,"instagram.fopo4-2.fna.fbcdn.net","3a62c79e76e2367615884f898459133f","","",""
17,0,"fe80::206:91ff:fed8:442f","00:06:91:d8:44:2f","00:06:91",0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",0,58,6,0,0,1699133518876,1699133661896,143020,8,656,1699133518876,1699133661896,143020,4,344,1699133518876,1699133661896,143020,4,312,"ICMPV6","Network",0,6,"","","","",""
18,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",51138,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519205,1699133519213,8,2,243,1699133519205,1699133519205,0,1,85,1699133519213,1699133519213,0,1,158,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
19,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",39774,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519220,1699133519227,7,2,221,1699133519220,1699133519220,0,1,76,1699133519227,1699133519227,0,1,145,"DNS.Facebook","Network",0,6,"www.facebook.com","","","",""
20,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",35421,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519220,1699133519233,13,2,255,1699133519220,1699133519220,0,1,76,1699133519233,1699133519233,0,1,179,"DNS.Facebook","Network",0,6,"www.facebook.com","","","",""
21,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",33144,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519381,1699133519392,11,2,302,1699133519381,1699133519381,0,1,95,1699133519392,1699133519392,0,1,207,"DNS.GoogleServices","Network",0,6,"optimizationguide-pa.googleapis.com","","","",""
22,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",57474,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519381,1699133519399,18,2,250,1699133519381,1699133519381,0,1,95,1699133519399,1699133519399,0,1,155,"DNS.GoogleServices","Network",0,6,"optimizationguide-pa.googleapis.com","","","",""
23,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",50942,"2a03:2880:f252:c9:face:b00c:0:1cc9","00:06:91:d8:44:2f","00:06:91",443,6,6,0,0,1699133521959,1699133664185,142226,50,8980,1699133521959,1699133664185,142226,26,5512,1699133521970,1699133664185,142215,24,3468,"TLS.Facebook","SocialNetwork",0,6,"web-chat-e2ee.facebook.com","8a5e5394f428c9e59548d5ca04e5c510","fcb2d4d0991292272fcb1e464eedfd43","",""
24,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",60267,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133522762,1699133522771,9,2,248,1699133522762,1699133522762,0,1,87,1699133522771,1699133522771,0,1,161,"DNS.Facebook","Network",0,6,"star-mini.c10r.facebook.com","","","",""
25,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",43770,"2a03:2880:f152:82:face:b00c:0:25de","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133522769,1699133523656,887,85,55749,1699133522769,1699133523624,855,33,6491,1699133522781,1699133523656,875,52,49258,"QUIC.Facebook","SocialNetwork",0,6,"www.facebook.com","741fc1dbdaee5b0307f3e7dba5ce530c","","",""
26,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",54336,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133523009,1699133523020,11,2,250,1699133523009,1699133523009,0,1,79,1699133523020,1699133523020,0,1,171,"DNS.Facebook","Network",0,6,"static.xx.fbcdn.net","","","",""
27,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",45051,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133527418,1699133527427,9,2,208,1699133527418,1699133527418,0,1,79,1699133527427,1699133527427,0,1,129,"DNS.Google","Network",0,6,"clients4.google.com","","","",""
28,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",41868,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133527418,1699133527428,10,2,242,1699133527418,1699133527418,0,1,79,1699133527428,1699133527428,0,1,163,"DNS.Google","Network",0,6,"clients4.google.com","","","",""
29,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",56481,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133527428,1699133527437,9,2,220,1699133527428,1699133527428,0,1,80,1699133527437,1699133527437,0,1,140,"DNS.Google","Network",0,6,"clients.l.google.com","","","",""
30,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",58648,"2a00:1450:4003:80f::200e","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133527434,1699133539881,12447,31,12850,1699133527434,1699133539862,12428,15,7689,1699133527548,1699133539881,12333,16,5161,"QUIC.Google","Web",0,6,"clients4.google.com","41671305f0d74359a5f0f144df6504d7","","",""
31,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",55581,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133528491,1699133528500,9,2,239,1699133528491,1699133528491,0,1,83,1699133528500,1699133528500,0,1,156,"DNS.WhatsAppFiles","Network",0,6,"mmx-ds.cdn.whatsapp.net","","","",""
32,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",51802,"2a03:2880:f252:c8:face:b00c:0:167","00:06:91:d8:44:2f","00:06:91",443,6,6,0,0,1699133528495,1699133604668,76173,108,54690,1699133528495,1699133604655,76160,56,8633,1699133528505,1699133604668,76163,52,46057,"TLS.WhatsApp","Chat",0,6,"web.whatsapp.com","a3d4b811cd0705e3a4e6c97a7b9c873d","f4febc55ea12b31ae17cfb7e614afda8","",""
33,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",56384,"2a00:1450:4003:80a::200a","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133528685,1699133528785,100,19,6208,1699133528685,1699133528771,86,10,2982,1699133528722,1699133528785,63,9,3226,"QUIC.GoogleServices","Web",0,6,"safebrowsing.googleapis.com","99ca5e5737482bde3fb6f5de67f530ab","","",""
34,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",58998,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133539498,1699133539508,10,2,194,1699133539498,1699133539498,0,1,89,1699133539508,1699133539508,0,1,105,"DNS.WhatsAppFiles","Network",0,6,"media-lis1-1.cdn.whatsapp.net","","","",""
35,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",38958,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133539498,1699133539509,11,2,251,1699133539498,1699133539498,0,1,89,1699133539509,1699133539509,0,1,162,"DNS.WhatsAppFiles","Network",0,6,"media-lis1-1.cdn.whatsapp.net","","","",""
36,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",40293,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133540690,1699133540700,10,2,196,1699133540690,1699133540690,0,1,90,1699133540700,1699133540700,0,1,106,"DNS.WhatsAppFiles","Network",0,6,"media.fopo4-1.fna.whatsapp.net","","","",""
37,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",38910,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133549605,1699133549615,10,2,285,1699133549605,1699133549605,0,1,76,1699133549615,1699133549615,0,1,209,"DNS.WhatsApp","Network",0,6,"dit.whatsapp.net","","","",""
38,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",57567,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133549615,1699133549625,10,2,239,1699133549615,1699133549615,0,1,83,1699133549625,1699133549625,0,1,156,"DNS.WhatsAppFiles","Network",0,6,"mmx-ds.cdn.whatsapp.net","","","",""
39,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",58516,"2a03:2880:f252:c8:face:b00c:0:167","00:06:91:d8:44:2f","00:06:91",443,6,6,0,0,1699133549621,1699133615211,65590,57,17228,1699133549621,1699133615202,65581,32,8431,1699133549631,1699133615211,65580,25,8797,"TLS.WhatsApp","Chat",0,6,"dit.whatsapp.net","bbd3dd20eb13c0d941ba131c36b6262d","f4febc55ea12b31ae17cfb7e614afda8","",""
40,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",58540,"2a03:2880:f252:c8:face:b00c:0:167","00:06:91:d8:44:2f","00:06:91",443,6,6,0,0,1699133549622,1699133549664,42,17,4669,1699133549622,1699133549664,42,10,1413,1699133549635,1699133549664,29,7,3256,"TLS.WhatsApp","Chat",0,6,"dit.whatsapp.net","2c387bd9abf20cfb1fbfce41dbbd512e","f4febc55ea12b31ae17cfb7e614afda8","",""
41,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",44463,"2001:8a0:210b:a:face:b00c:3333:7020","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133564973,1699133565161,188,30,12362,1699133564973,1699133565155,182,10,2852,1699133564979,1699133565161,182,20,9510,"QUIC.WhatsAppFiles","Download",0,6,"media.fopo4-1.fna.whatsapp.net","7eb27ca343ef6127c7401712e719bd99","","",""
42,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",44475,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133581704,1699133581714,10,2,204,1699133581704,1699133581704,0,1,94,1699133581714,1699133581714,0,1,110,"DNS.Instagram","Network",0,6,"z-p42-instagram.c10r.instagram.com","","","",""
43,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",60989,"2a00:1450:4003:80d::200a","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133631427,1699133688966,57539,91,17551,1699133631427,1699133688950,57523,45,7285,1699133631484,1699133688966,57482,46,10266,"QUIC.GoogleServices","Web",0,6,"optimizationguide-pa.googleapis.com","105c9db9c2573f4adc7ee26abdae4e3e","","",""
44,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",60618,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133631571,1699133631677,106,2,198,1699133631571,1699133631571,0,1,85,1699133631677,1699133631677,0,1,113,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
45,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",40434,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133631571,1699133631677,106,2,243,1699133631571,1699133631571,0,1,85,1699133631677,1699133631677,0,1,158,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
46,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",53026,"2a03:2880:f252:cb:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133631678,1699133631731,53,321,322343,1699133631678,1699133631724,46,72,9648,1699133631691,1699133631731,40,249,312695,"QUIC.Instagram","SocialNetwork",0,6,"scontent.cdninstagram.com","82d1f223fadf349ce3818672abfe1628","","",""
47,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",56851,"2a03:2880:f252:cb:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133633798,1699133651235,17437,1792,2031381,1699133633798,1699133651205,17407,217,25402,1699133633809,1699133651235,17426,1575,2005979,"QUIC.Instagram","SocialNetwork",0,6,"scontent.cdninstagram.com","4e091622673feb39ddd7933141abcefa","","",""
48,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",35161,"2a03:2880:f277:c0:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133636940,1699133642252,5312,1643,1675877,1699133636940,1699133642004,5064,303,41286,1699133637281,1699133642252,4971,1340,1634591,"QUIC.Instagram","SocialNetwork",0,6,"scontent-fra3-1.cdninstagram.com","992462ad91e5d798d9c6b8dc3cc38025","","",""
49,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",44799,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133636950,1699133636961,11,2,257,1699133636950,1699133636950,0,1,92,1699133636961,1699133636961,0,1,165,"DNS.Instagram","Network",0,6,"scontent-fra5-1.cdninstagram.com","","","",""
50,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",60807,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133636951,1699133636964,13,2,212,1699133636951,1699133636951,0,1,92,1699133636964,1699133636964,0,1,120,"DNS.Instagram","Network",0,6,"scontent-fra5-2.cdninstagram.com","","","",""
51,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",38565,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133636951,1699133636962,11,2,257,1699133636951,1699133636951,0,1,92,1699133636962,1699133636962,0,1,165,"DNS.Instagram","Network",0,6,"scontent-fra5-2.cdninstagram.com","","","",""
52,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",54730,"2a03:2880:f276:d2:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133636961,1699133638824,1863,317,306166,1699133636961,1699133638824,1863,82,11446,1699133637302,1699133638798,1496,235,294720,"QUIC.Instagram","SocialNetwork",0,6,"scontent-fra5-1.cdninstagram.com","a8e37b8768e8c2c5702273aff0ee8d09","","",""
53,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",53527,"2a03:2880:f276:1c3:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133636965,1699133642289,5324,5200,5532498,1699133636965,1699133641948,4983,901,144724,1699133637306,1699133642289,4983,4299,5387774,"QUIC.Instagram","SocialNetwork",0,6,"scontent-fra5-2.cdninstagram.com","4a5e2bceb9cfe90c403704498786fa45","","",""
54,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",46332,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133651185,1699133651193,8,2,198,1699133651185,1699133651185,0,1,85,1699133651193,1699133651193,0,1,113,"DNS.Instagram","Network",0,6,"scontent.cdninstagram.com","","","",""
55,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",37650,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133656742,1699133656886,144,2,212,1699133656742,1699133656742,0,1,92,1699133656886,1699133656886,0,1,120,"DNS.Instagram","Network",0,6,"scontent-otp1-1.cdninstagram.com","","","",""
56,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",53744,"2001:8a0:210b:e:face:b00c:3333:a3f","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133683001,1699133687137,4136,148,107310,1699133683001,1699133687137,4136,57,10092,1699133683077,1699133687125,4048,91,97218,"QUIC.Instagram","SocialNetwork",0,6,"instagram.fopo4-2.fna.fbcdn.net","d9498184261c76199c091c28e4da9ce4","","",""
57,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",60894,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133685092,1699133685111,19,2,242,1699133685092,1699133685092,0,1,91,1699133685111,1699133685111,0,1,151,"DNS.GoogleServices","Network",0,6,"content-autofill.googleapis.com","","","",""
58,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",50941,"239.255.255.250","01:00:5e:7f:ff:fa","01:00:5e",1900,17,4,0,0,1699133685622,1699133688624,3002,4,856,1699133685622,1699133688624,3002,4,856,0,0,0,0,0,"SSDP","System",0,6,"239.255.255.250:1900","","","",""
59,0,"192.168.1.65","aa:15:c1:83:da:48","aa:15:c1",48195,"239.255.255.250","01:00:5e:7f:ff:fa","01:00:5e",1900,17,4,0,0,1699133511061,1699133571068,60007,6,1002,1699133511061,1699133571068,60007,6,1002,0,0,0,0,0,"SSDP","System",0,6,"239.255.255.250:1900","","","",""
60,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",39331,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133513826,1699133513835,9,2,248,1699133513826,1699133513826,0,1,85,1699133513835,1699133513835,0,1,163,"DNS.Google","Network",0,6,"lh5.googleusercontent.com","","","",""
61,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",50570,"162.159.133.234","00:06:91:d8:44:2f","00:06:91",443,6,4,0,0,1699133515816,1699133680939,165123,124,11288,1699133515816,1699133680939,165123,62,4374,1699133515825,1699133680939,165114,62,6914,"TLS","Web",0,6,"","","","",""
62,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",41920,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133516188,1699133516195,7,2,252,1699133516188,1699133516188,0,1,77,1699133516195,1699133516195,0,1,175,"DNS.Instagram","Network",0,6,"www.instagram.com","","","",""
63,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",43477,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133516188,1699133516201,13,2,240,1699133516188,1699133516188,0,1,77,1699133516201,1699133516201,0,1,163,"DNS.Instagram","Network",0,6,"www.instagram.com","","","",""
64,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",48013,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133516188,1699133516202,14,2,299,1699133516188,1699133516188,0,1,77,1699133516202,1699133516202,0,1,222,"DNS.Instagram","Network",0,6,"www.instagram.com","","","",""
65,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",54398,"2a03:2880:f252:e0:face:b00c:0:4420","00:06:91:d8:44:2f","00:06:91",443,6,6,0,0,1699133516207,1699133581625,65418,309,198913,1699133516207,1699133581619,65412,150,16317,1699133516217,1699133581625,65408,159,182596,"TLS.Instagram","SocialNetwork",0,6,"www.instagram.com","182bb7343b4ace2a8cf18c06dadd74e1","fcb2d4d0991292272fcb1e464eedfd43","",""
66,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",43885,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133518244,1699133518264,20,2,265,1699133518244,1699133518244,0,1,91,1699133518264,1699133518264,0,1,174,"DNS.Instagram","Network",0,6,"instagram.fopo4-1.fna.fbcdn.net","","","",""
67,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",56086,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133518246,1699133518279,33,2,198,1699133518246,1699133518246,0,1,91,1699133518279,1699133518279,0,1,107,"DNS.Instagram","Network",0,6,"instagram.fopo4-2.fna.fbcdn.net","","","",""
68,0,"2001:8a0:c78c:6700:bc89:a21d:eee0:2872","a4:fc:77:76:38:fb","a4:fc:77",37595,"2a03:2880:f252:cb:face:b00c:0:43fe","00:06:91:d8:44:2f","00:06:91",443,17,6,0,0,1699133518920,1699133524144,5224,349,302832,1699133518920,1699133524144,5224,97,16466,1699133518941,1699133524141,5200,252,286366,"QUIC.Instagram","SocialNetwork",0,6,"scontent.cdninstagram.com","3a94c0ce3cb219c21258a99dbf37e100","","",""
69,0,"192.168.1.78","a4:fc:77:76:38:fb","a4:fc:77",43765,"192.168.1.254","00:06:91:d8:44:2f","00:06:91",53,17,4,0,0,1699133519191,1699133519201,10,2,205,1699133519191,1699133519191,0,1,83,1699133519201,1699133519201,0,1,122,"DNS.Instagram","Network",0,6,"static.cdninstagram.com","","","",""
